state,account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
IL,142,415,no,no,0,,95,14.42,136.7,63,11.62,250.5,148,11.27,14.2,6,3.83,2.0,False
CT,106,510,no,yes,33,,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1.0,False
TX,37,510,yes,no,0,,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0.0,True
NC,77,408,yes,yes,44,103.2,117,17.54,236.3,86,20.09,203.5,101,9.16,11.9,2,3.21,0.0,True
NV,77,415,no,no,0,,114,40.66,150.0,115,12.75,,81,7.24,10.3,2,2.78,5.0,False
MS,189,415,no,no,0,,124,38.73,169.5,112,14.41,,91,9.05,5.6,4,1.51,3.0,False
IN,122,408,no,no,0,,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,,True
MI,112,510,no,no,0,,77,41.38,182.1,97,15.48,,94,11.66,12.8,2,,1.0,False
MD,107,415,no,no,0,,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1.0,True
TX,32,408,no,no,0,157.9,88,26.84,180.8,132,15.37,,102,5.96,12.8,3,3.46,1.0,False
MT,72,415,no,no,0,,73,43.01,219.3,78,18.64,,89,9.49,9.8,4,2.65,0.0,False
WI,74,408,no,no,0,,136,30.16,240.3,104,20.43,,133,10.68,12.0,3,3.24,0.0,False
NE,174,415,no,no,0,,76,21.13,277.1,112,23.55,250.7,115,11.28,15.5,5,4.19,3.0,False
NC,117,510,no,no,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2.0,False
OH,136,415,no,yes,31,,88,24.33,236.6,65,20.11,,120,10.25,11.4,5,3.08,2.0,False
MN,81,510,no,no,0,,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2.0,False
MT,143,408,no,yes,22,,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1.0,False
SD,64,415,no,no,0,,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2.0,False
NY,54,415,no,no,0,,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1.0,True
RI,94,415,no,no,0,,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0.0,False
TN,115,415,no,no,0,,113,35.05,176.4,102,14.99,,119,13.37,11.0,7,2.97,1.0,False
NM,73,415,no,no,0,,145,36.43,268.5,135,22.82,,92,10.85,10.8,13,2.92,1.0,False
MO,56,415,no,no,0,,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1.0,False
SC,181,408,no,no,0,,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2.0,False
MN,37,415,no,yes,20,,81,45.0,216.5,110,18.4,,102,9.48,10.4,7,2.81,0.0,False
AZ,93,415,no,no,0,,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2.0,False
ND,145,415,no,no,0,,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1.0,True
MT,119,510,no,no,0,,70,22.93,211.5,74,17.98,,105,8.48,11.3,6,,1.0,False
VT,116,415,no,no,0,129.4,84,22.0,157.3,89,13.37,215.5,77,9.7,13.3,3,3.59,0.0,False
MN,157,510,no,no,0,,92,31.47,213.0,85,18.11,,85,8.82,8.5,5,2.3,2.0,False
OH,83,510,no,no,0,,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,,1.0,False
TX,98,408,no,yes,19,,87,18.79,227.8,97,19.36,243.6,84,10.96,11.0,4,2.97,1.0,False
AZ,113,510,no,no,0,,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2.0,True
TN,47,415,no,yes,30,,93,33.42,241.4,140,20.52,,118,10.17,12.9,4,3.48,2.0,False
IL,123,408,no,no,0,,94,19.52,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2.0,False
IL,58,415,yes,yes,43,,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1.0,False
IL,151,408,no,no,0,,88,22.87,143.1,112,12.16,,61,10.08,15.4,1,4.16,1.0,False
HI,73,408,no,no,0,,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1.0,False
NY,61,415,no,no,0,,118,33.61,152.2,96,12.94,,93,9.95,7.0,3,1.89,2.0,False
RI,129,415,no,yes,33,119.6,104,20.33,278.7,88,23.69,,175,11.85,5.9,2,1.59,2.0,False
VA,99,415,no,yes,42,,125,36.72,232.3,104,19.75,,100,9.7,9.3,4,2.51,2.0,True
UT,4,510,yes,no,0,,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0.0,False
WY,93,408,no,yes,42,,101,28.37,273.2,84,23.22,,106,7.69,11.5,1,3.11,1.0,False
ID,105,408,no,no,0,,96,39.54,253.4,117,21.54,154.0,101,6.93,10.5,9,,1.0,False
AZ,109,415,yes,no,0,,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2.0,True
OH,98,510,no,yes,29,,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2.0,False
IN,104,408,no,no,0,,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5.0,False
GA,120,408,no,no,0,,99,16.69,186.7,85,15.87,,96,6.6,9.3,4,2.51,2.0,False
NE,94,415,no,no,0,,104,42.94,169.0,125,14.37,,106,7.69,11.1,7,3.0,2.0,False
NJ,138,408,no,no,0,241.8,93,41.11,170.5,83,14.49,295.3,104,13.29,11.8,7,3.19,3.0,False
ND,153,415,no,yes,31,,130,37.15,134.2,103,11.41,118.9,105,5.35,9.4,6,,0.0,False
OR,92,415,no,no,0,,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2.0,False
IA,79,415,no,yes,17,,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,,1.0,False
WV,102,408,no,no,0,,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4.0,False
OK,57,408,no,yes,25,,94,30.06,195.0,75,16.58,213.5,116,9.61,8.3,4,2.24,0.0,False
WY,28,415,no,no,0,,94,31.93,248.6,86,21.13,,124,9.4,10.6,5,2.86,0.0,False
IL,156,415,no,no,0,,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0.0,False
UT,138,510,no,no,0,,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0.0,False
AZ,59,408,no,no,0,,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1.0,False
IN,65,415,no,no,0,129.1,137,21.95,228.5,83,19.42,,111,9.4,12.7,6,3.43,4.0,True
IN,115,408,no,no,0,,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,,2.0,False
SD,105,415,no,no,0,,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1.0,False
ID,153,415,no,yes,22,,104,28.51,246.8,91,20.98,,117,9.18,7.5,11,,1.0,False
UT,44,415,no,no,0,,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0.0,False
NY,94,510,yes,no,0,,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4.0,False
WA,81,415,no,no,0,,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3.0,False
CO,181,510,no,yes,40,,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2.0,False
WI,107,510,no,yes,25,,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1.0,False
CO,119,408,no,no,0,,68,21.13,207.1,88,17.6,,93,7.08,14.8,1,4.0,0.0,False
CT,23,510,no,no,0,,107,54.67,251.6,115,21.39,,158,6.35,11.3,3,3.05,2.0,True
NM,113,510,no,no,0,,120,25.52,200.1,85,17.01,,105,12.0,11.0,3,2.97,2.0,False
WA,63,408,no,no,0,,107,35.99,271.7,77,23.09,,108,9.15,7.4,7,2.0,0.0,False
OR,134,415,no,yes,50,,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3.0,2.0,False
MO,110,408,no,no,0,,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1.0,False
MS,78,408,no,no,0,108.6,108,18.46,209.9,126,17.84,,117,10.02,7.9,5,2.13,1.0,True
MS,102,510,yes,no,0,,81,38.11,243.3,90,20.68,147.8,66,6.65,12.0,8,3.24,3.0,False
WV,144,415,no,no,0,,99,34.19,303.5,74,25.8,224.0,119,10.08,13.2,2,3.56,1.0,False
TN,67,415,no,no,0,,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,,0.0,False
VT,131,415,no,no,0,,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1.0,False
OH,66,415,no,no,0,,103,28.99,254.3,77,21.62,,138,8.88,10.5,2,2.84,2.0,False
WI,90,415,no,no,0,,92,34.15,164.3,91,13.97,249.0,98,11.21,8.9,7,2.4,1.0,False
OH,75,510,no,yes,46,,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0.0,False
VA,11,408,no,yes,24,,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2.0,False
NH,19,408,no,no,0,,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2.0,False
NJ,85,415,no,no,0,,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2.0,True
NV,92,415,no,yes,44,,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2.0,False
OK,105,510,yes,yes,28,,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0.0,True
IL,137,408,yes,no,0,,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,,0.0,True
WY,58,510,no,no,0,,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,,4.0,False
MA,108,415,no,no,0,,137,30.31,189.0,76,16.07,129.1,102,5.81,14.6,5,3.94,0.0,False
WV,85,408,no,no,0,,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3.0,False
MD,75,415,no,yes,39,,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1.0,False
KY,95,408,no,no,0,,99,22.95,183.6,106,15.61,,102,11.04,12.5,9,3.38,1.0,False
VT,80,415,no,no,0,,103,27.3,237.0,109,20.15,,88,11.03,10.7,1,2.89,1.0,False
DC,147,408,no,no,0,,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2.0,False
WV,131,415,no,no,0,,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2.0,False
TX,112,415,no,no,0,,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3.0,False
TX,41,408,no,yes,22,,102,36.35,141.8,86,12.05,,123,6.4,7.2,3,1.94,0.0,False
WA,111,510,no,no,0,,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0.0,False
LA,133,415,no,no,0,,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2.0,False
VA,106,415,no,no,0,,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1.0,False
CT,129,510,no,yes,27,,89,33.42,180.6,95,15.35,245.0,83,11.03,6.6,5,1.78,1.0,False
HI,108,415,no,no,0,,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2.0,True
FL,85,408,yes,no,0,,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3.0,False
IL,98,510,yes,no,0,,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1.0,False
CO,54,510,no,yes,39,,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2.0,False
AL,115,510,no,yes,14,,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2.0,False
MI,91,408,no,no,0,,116,22.9,295.3,98,25.1,,121,8.8,6.6,5,1.78,2.0,False
NM,147,510,no,no,0,,83,42.26,148.9,85,12.66,172.5,109,7.76,8.0,4,2.16,3.0,False
WI,66,415,yes,no,0,,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3.0,False
AK,52,415,no,yes,24,,71,29.05,201.4,80,17.12,159.0,124,7.15,4.1,5,1.11,2.0,False
WY,124,415,no,no,0,,102,30.31,235.0,120,19.98,,119,10.79,10.9,1,2.94,3.0,False
WI,90,408,no,no,0,,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1.0,False
NC,30,510,no,no,0,,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3.0,False
ID,55,510,no,yes,8,,104,37.83,171.5,94,14.58,,114,16.99,9.7,2,,1.0,False
KS,103,408,yes,no,0,,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,,3.0,False
CO,156,408,yes,no,0,,119,47.09,238.3,106,20.26,,96,4.25,8.3,3,,1.0,False
FL,155,415,no,no,0,,111,30.84,167.7,92,14.25,,122,7.58,11.3,3,3.05,3.0,False
WI,35,510,no,yes,27,,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1.0,False
OR,120,415,no,no,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2.0,False
MI,105,510,no,no,0,,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2.0,False
AR,57,510,no,no,0,,68,32.78,158.0,86,13.43,,105,10.6,12.7,6,3.43,1.0,False
WV,13,415,no,no,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1.0,False
ND,124,415,no,no,0,,101,25.55,255.9,112,21.75,,62,6.15,12.5,4,3.38,2.0,False
NC,172,408,no,yes,47,274.9,102,46.73,186.6,118,15.86,,123,11.03,8.8,2,,1.0,False
IL,117,415,no,no,0,,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1.0,False
AR,103,415,no,yes,31,,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,,2.0,False
RI,119,415,no,yes,29,,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3.0,False
AK,110,415,no,no,0,,95,25.23,193.8,98,16.47,,106,9.27,6.9,6,1.86,0.0,False
WA,110,415,no,no,0,,105,41.0,174.3,85,14.82,,59,11.04,8.5,4,,2.0,False
KS,163,415,no,no,0,,89,32.52,193.9,87,16.48,,121,12.08,12.8,4,3.46,1.0,False
TX,82,408,no,no,0,,96,34.05,201.2,102,17.1,,60,9.27,7.1,1,1.92,4.0,False
TX,53,415,no,no,0,,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2.0,False
WA,48,510,no,no,0,,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24,3.0,False
KS,87,510,no,no,0,,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2.0,False
MI,45,510,no,yes,26,,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1.0,False
SC,64,510,no,yes,37,,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1.0,False
CT,22,408,no,no,0,,116,35.31,210.6,99,17.9,,88,10.72,9.6,5,2.59,0.0,False
RI,123,415,no,yes,27,,79,37.18,163.4,78,13.89,173.8,116,7.82,15.0,1,4.05,0.0,False
KS,67,408,no,no,0,,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0.0,False
SC,111,415,no,no,0,110.4,103,18.77,137.3,102,11.67,189.6,105,8.53,7.7,6,2.08,2.0,False
NH,103,408,no,no,0,,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8.0,True
ID,77,510,no,yes,29,,89,35.89,223.5,97,19.0,148.4,106,6.68,9.7,9,2.62,2.0,False
IL,31,415,no,yes,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1.0,False
GA,76,408,no,no,0,,61,34.61,161.7,127,13.74,,97,7.92,8.4,3,2.27,0.0,False
DC,82,415,no,no,0,,109,51.05,181.0,100,15.39,270.1,73,12.15,11.7,4,,0.0,True
MT,78,415,no,no,0,,122,32.59,241.4,88,20.52,,86,9.16,9.1,5,2.46,1.0,False
WV,67,415,no,yes,30,,107,22.03,233.0,104,19.81,297.0,93,13.37,14.5,5,3.92,1.0,False
MT,25,415,no,no,0,,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2.0,False
NM,85,408,no,yes,37,,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2.0,False
WY,76,415,no,no,0,,148,44.78,230.3,69,19.58,,101,7.68,11.4,5,,1.0,True
NJ,134,510,no,yes,34,,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,,2.0,True
MT,94,415,no,no,0,,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0.0,False
AZ,100,510,no,no,0,,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,,0.0,False
HI,64,415,no,no,0,194.2,147,33.01,173.4,87,14.74,,114,12.09,5.5,2,1.49,2.0,False
RI,115,408,no,no,0,,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,3.0,False
CT,90,415,no,no,0,,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3.0,False
AL,172,408,no,no,0,,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2.0,True
OH,78,408,no,no,0,,99,32.88,116.9,88,9.94,243.3,109,10.95,9.3,4,2.51,2.0,False
MN,134,415,no,no,0,,99,41.5,246.9,111,20.99,,133,9.0,7.2,2,,0.0,False
CT,120,408,yes,no,0,,123,34.34,184.3,78,15.67,,89,7.92,7.4,2,,2.0,True
CT,95,415,no,yes,36,,112,48.13,286.2,86,24.33,,129,11.78,11.3,3,3.05,3.0,False
MD,52,415,no,no,0,,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4.0,False
IA,123,415,no,no,0,,88,34.75,137.5,111,11.69,,100,10.17,10.0,4,2.7,0.0,False
VA,136,415,no,yes,35,,86,34.94,298.5,119,25.37,,104,9.64,6.9,4,1.86,1.0,False
WY,33,415,no,no,0,,88,36.36,239.8,119,20.38,,71,6.69,9.8,14,2.65,2.0,False
DE,73,415,no,no,0,,85,43.32,143.4,80,12.19,153.9,102,6.93,15.0,7,4.05,2.0,False
IN,65,415,no,no,0,,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1.0,False
LA,109,415,no,yes,27,,85,28.37,221.2,92,18.8,,97,8.88,12.3,4,3.32,1.0,True
TX,92,510,no,no,0,,98,23.77,174.9,143,14.87,,135,9.07,9.4,7,2.54,2.0,False
UT,61,408,no,yes,25,,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3.0,False
NH,152,510,no,no,0,,93,38.78,136.4,106,11.59,197.3,107,8.88,9.0,2,2.43,1.0,False
WV,148,415,no,yes,26,,150,41.63,118.0,138,10.03,236.0,91,10.62,15.2,4,4.1,2.0,False
NV,148,510,no,no,0,,95,36.75,185.7,105,15.78,300.0,143,13.5,10.0,5,2.7,2.0,False
MT,157,408,no,no,0,,67,40.83,153.0,98,13.01,249.0,72,11.21,10.2,6,2.75,2.0,False
IL,86,415,yes,no,0,,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1.0,False
MO,123,415,no,no,0,,85,35.17,244.7,78,20.8,,136,9.97,7.7,2,,3.0,False
MI,225,415,no,no,0,,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,,0.0,True
WI,16,510,no,no,0,,78,39.03,205.7,108,17.48,,91,7.48,10.8,2,2.92,0.0,True
WI,122,510,no,yes,28,,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2.0,False
OR,161,415,no,no,0,,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0.0,False
WI,20,408,no,no,0,,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2.0,False
AL,141,408,no,no,0,,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5.0,False
FL,105,415,no,no,0,,97,46.55,289.7,106,24.62,269.1,126,12.11,5.8,3,1.57,2.0,True
MI,105,415,no,yes,29,,113,30.5,275.4,100,23.41,,105,11.07,10.0,5,2.7,0.0,False
NC,27,408,no,no,0,,128,34.2,227.2,100,19.31,,91,6.56,8.4,3,2.27,2.0,False
UT,103,510,no,yes,36,,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6.0,True
KS,149,510,no,no,0,,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3.0,False
PA,108,510,no,yes,25,,88,29.02,109.9,113,9.34,,99,7.46,8.7,1,2.35,3.0,False
ND,94,408,no,no,0,,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,,1.0,False
TX,64,415,no,no,0,,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2.0,False
TX,71,415,no,yes,39,,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1.0,False
MA,17,415,yes,no,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0.0,True
WI,114,415,no,yes,26,,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2.0,False
RI,63,415,no,no,0,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,,0.0,False
WI,147,415,yes,no,0,,111,38.28,184.9,98,15.72,,146,6.44,9.9,1,2.67,0.0,True
OH,125,408,no,no,0,,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1.0,False
FL,106,510,no,no,0,,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,,0.0,False
MD,165,415,no,yes,39,,113,28.46,172.7,94,14.68,,113,8.67,9.5,4,2.57,3.0,False
CO,80,415,no,no,0,,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0.0,False
RI,116,510,no,no,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3.0,False
AL,182,415,no,yes,24,,104,21.78,143.4,127,12.19,,98,8.59,11.6,3,3.13,1.0,False
HI,150,415,no,no,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1.0,False
KY,108,415,no,yes,35,,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,,2.0,False
MT,116,415,no,yes,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11.0,2,2.97,1.0,False
AZ,104,408,no,no,0,,116,28.49,219.2,112,18.63,,94,9.72,11.7,2,3.16,4.0,False
VA,75,415,no,no,0,,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3.0,False
DC,144,415,no,no,0,,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,,0.0,False
KS,57,415,no,yes,37,,76,34.2,280.1,122,23.81,,110,6.94,11.8,1,3.19,1.0,False
MN,24,510,no,yes,25,,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1.0,False
MN,152,415,yes,yes,20,,120,40.38,253.4,94,21.54,,80,11.93,14.2,3,3.83,9.0,True
WY,160,408,no,no,0,,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0.0,False
AK,86,408,no,no,0,,85,25.64,295.9,88,25.15,,104,11.12,12.5,1,3.38,1.0,False
OK,160,408,no,no,0,,117,28.29,317.0,129,26.95,,121,7.22,10.0,2,,1.0,False
CO,76,408,no,yes,26,,110,36.48,205.2,87,17.44,,140,6.06,8.1,2,2.19,1.0,False
UT,201,510,no,no,0,212.7,72,36.16,225.2,90,19.14,,99,8.78,7.0,6,1.89,1.0,False
VA,21,415,no,no,0,,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1.0,False
WY,68,510,no,no,0,,116,33.22,212.1,101,18.03,,134,6.23,15.1,11,4.08,1.0,False
NE,86,510,no,yes,29,,118,26.72,196.3,136,16.69,,109,10.2,8.4,5,,3.0,False
NC,182,415,no,no,0,,118,47.52,203.2,113,17.27,,101,7.84,10.7,4,2.89,2.0,True
VT,129,408,no,no,0,,127,31.62,262.3,96,22.3,,63,4.45,11.5,6,,4.0,False
OR,129,408,no,no,0,,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0.0,False
MS,118,415,no,yes,26,,114,29.04,199.5,125,16.96,,98,7.64,9.6,5,,5.0,True
WA,174,408,no,yes,33,,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4.0,True
WA,117,408,no,no,0,,93,32.49,282.8,56,24.04,,118,3.82,12.0,4,3.24,2.0,False
MO,42,415,no,no,0,,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2.0,False
NJ,64,415,no,no,0,,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1.0,False
VT,38,415,no,no,0,,86,23.43,286.3,76,24.34,,77,7.52,14.1,3,3.81,2.0,False
WV,133,510,no,no,0,,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,,2.0,False
VT,72,415,no,no,0,139.9,117,23.78,223.6,96,19.01,,93,10.84,12.7,4,3.43,2.0,False
TX,114,415,no,no,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1.0,False
MD,116,510,yes,yes,27,,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1.0,False
VA,113,415,no,yes,23,,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,,4.0,False
KS,137,415,no,yes,19,,96,29.8,241.3,146,20.51,,109,9.51,7.8,2,2.11,0.0,False
NE,77,415,no,no,0,,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1.0,False
WY,34,408,no,no,0,128.8,80,21.9,208.7,93,17.74,,103,9.09,14.0,7,3.78,1.0,False
NY,41,415,no,no,0,,105,35.68,121.9,105,10.36,,104,11.42,9.6,4,,1.0,False
NE,90,415,no,no,0,,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3.0,False
VA,68,408,yes,no,0,,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1.0,True
CT,56,415,no,no,0,,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4.0,4.0,True
MO,136,415,no,no,0,,109,15.71,219.0,115,18.62,212.6,80,9.57,12.9,4,3.48,2.0,False
MI,97,408,no,yes,32,,129,28.63,225.9,97,19.2,,95,8.63,8.5,7,2.3,0.0,False
OR,94,415,no,no,0,,103,39.85,279.3,109,23.74,,121,10.54,2.0,2,,1.0,True
IN,119,510,no,no,0,,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2.0,False
IA,129,415,no,no,0,,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2.0,False
VA,146,415,yes,no,0,,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1.0,False
DC,66,415,no,no,0,,91,28.44,230.0,68,19.55,191.7,118,8.63,10.6,5,2.86,1.0,True
ND,59,510,no,no,0,,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0.0,False
MN,142,510,no,yes,40,,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3.0,False
AL,91,510,yes,no,0,,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3.0,False
DC,81,510,yes,no,0,,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0.0,False
