account length,number vmail messages,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,area code,state_East NC,state_East SC,state_Mid Atlantic,state_Mountain,state_New England,state_Others,state_Pacific,state_South Atlantic,state_West NC,state_West SC,international plan_no,international plan_yes,voice mail plan_no,voice mail plan_yes
76.0,0.0,97.0,46.36,236.4,95.0,20.09,200.87398513436247,105.0,10.6,7.7,2.0,2.08,0.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
101.0,0.0,130.0,26.25,217.2,101.0,18.46,185.4,52.0,8.34,13.9,4.0,3.75,1.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
73.0,0.0,121.0,16.13,253.2,83.0,21.52,175.1,86.0,7.88,14.2,2.0,3.83,2.0,408,0,1,0,0,0,0,0,0,0,0,1,0,1,0
148.0,0.0,84.0,40.68,195.7,85.0,16.63,232.6,104.0,10.47,10.9,3.0,2.7719679849340864,1.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
118.0,39.0,125.0,15.56,219.9,113.0,18.69,200.87398513436247,99.0,10.31,12.7,8.0,2.7719679849340864,2.0,415,0,0,0,0,0,0,0,0,1,0,1,0,0,1
104.0,0.0,107.0,23.58,256.9,113.0,21.84,234.9,74.0,10.57,10.0,3.0,2.7,0.0,408,0,0,0,0,0,0,0,1,0,0,1,0,1,0
123.0,0.0,150.0,17.85,251.6,90.0,21.39,200.87398513436247,93.0,11.61,14.9,5.0,4.02,0.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
46.0,0.0,133.0,21.22,157.3,143.0,13.37,199.3,72.0,8.97,8.6,4.0,2.32,2.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
164.0,27.0,102.0,27.15,168.8,113.0,14.35,244.1,127.0,10.98,9.6,9.0,2.59,3.0,510,1,0,0,0,0,0,0,0,0,0,1,0,0,1
66.0,0.0,95.0,34.22,152.8,66.0,12.99,233.2,101.0,10.49,7.5,4.0,2.03,1.0,510,0,0,0,1,0,0,0,0,0,0,1,0,1,0
67.0,0.0,80.0,29.19,110.4,81.0,9.38,195.4,111.0,8.79,11.9,4.0,3.21,2.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
139.0,31.0,82.0,34.6,200.3,72.0,17.03,214.0,112.0,9.63,13.4,6.0,3.62,1.0,510,0,0,0,0,0,0,0,0,0,1,0,1,0,1
48.0,0.0,88.0,40.8,141.0,117.0,11.99,128.9,137.0,5.8,7.1,9.0,1.92,1.0,415,1,0,0,0,0,0,0,0,0,0,1,0,1,0
143.0,0.0,127.0,35.55,106.1,80.0,9.02,179.6,90.0,8.08,14.0,6.0,3.78,0.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
168.0,0.0,96.0,21.9,104.9,71.0,8.92,200.87398513436247,128.0,6.35,11.2,2.0,2.7719679849340864,1.0,408,0,0,0,0,0,0,0,0,1,0,1,0,1,0
105.0,29.0,82.0,37.52,217.7,110.0,18.5,200.87398513436247,100.0,8.57,13.2,6.0,3.56,1.0,415,0,0,0,1,0,0,0,0,0,0,0,1,0,1
68.0,0.0,123.0,27.12,240.8,93.0,20.47,200.87398513436247,76.0,9.46,11.4,3.0,3.08,1.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
19.0,0.0,116.0,44.1,269.7,109.0,22.92,200.87398513436247,130.0,7.89,9.5,3.0,2.7719679849340864,1.0,510,0,0,0,0,0,0,0,1,0,0,1,0,1,0
57.0,0.0,65.0,19.55,122.3,96.0,10.4,245.0,75.0,11.03,6.4,1.0,1.73,0.0,510,0,0,1,0,0,0,0,0,0,0,0,1,1,0
105.0,0.0,108.0,32.93,183.2,124.0,15.57,200.87398513436247,72.0,13.22,10.8,5.0,2.7719679849340864,1.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
87.0,0.0,119.0,28.44,198.5,119.0,16.87,133.1,88.0,5.99,11.0,6.0,2.97,1.0,510,0,0,0,1,0,0,0,0,0,0,0,1,1,0
95.0,0.0,96.0,9.89,202.1,126.0,17.18,210.5,97.0,9.47,10.4,5.0,2.81,0.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
142.0,0.0,95.0,14.42,136.7,63.0,11.62,250.5,148.0,11.27,14.2,6.0,3.83,2.0,415,1,0,0,0,0,0,0,0,0,0,1,0,1,0
106.0,33.0,120.0,13.87,235.6,85.0,20.03,150.9,113.0,6.79,9.9,4.0,2.67,1.0,510,0,0,0,0,1,0,0,0,0,0,1,0,0,1
37.0,0.0,119.0,29.39,183.0,86.0,15.56,226.4,100.0,10.19,9.8,1.0,2.65,0.0,510,0,0,0,0,0,0,0,0,0,1,0,1,1,0
77.0,44.0,117.0,17.54,236.3,86.0,20.09,203.5,101.0,9.16,11.9,2.0,3.21,0.0,408,0,0,0,0,0,0,0,1,0,0,0,1,0,1
189.0,0.0,124.0,38.73,169.5,112.0,14.41,200.87398513436247,91.0,9.05,5.6,4.0,1.51,3.0,415,0,1,0,0,0,0,0,0,0,0,1,0,1,0
122.0,0.0,99.0,50.39,214.8,89.0,18.26,133.9,107.0,6.03,11.4,3.0,3.08,1.5814977973568283,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
112.0,0.0,77.0,41.38,182.1,97.0,15.48,200.87398513436247,94.0,11.66,12.8,2.0,2.7719679849340864,1.0,510,1,0,0,0,0,0,0,0,0,0,1,0,1,0
107.0,0.0,71.0,50.13,192.8,78.0,16.39,148.1,87.0,6.66,13.2,5.0,3.56,1.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
32.0,0.0,88.0,26.84,180.8,132.0,15.37,200.87398513436247,102.0,5.96,12.8,3.0,3.46,1.0,408,0,0,0,0,0,0,0,0,0,1,1,0,1,0
72.0,0.0,73.0,43.01,219.3,78.0,18.64,200.87398513436247,89.0,9.49,9.8,4.0,2.65,0.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
74.0,0.0,136.0,30.16,240.3,104.0,20.43,200.87398513436247,133.0,10.68,12.0,3.0,3.24,0.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
174.0,0.0,76.0,21.13,277.1,112.0,23.55,250.7,115.0,11.28,15.5,5.0,4.19,3.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
117.0,0.0,94.0,36.45,138.0,149.0,11.73,148.7,102.0,6.69,9.9,1.0,2.67,2.0,510,0,0,0,0,0,0,0,1,0,0,1,0,1,0
136.0,31.0,88.0,24.33,236.6,65.0,20.11,200.87398513436247,120.0,10.25,11.4,5.0,3.08,2.0,415,1,0,0,0,0,0,0,0,0,0,1,0,0,1
81.0,0.0,59.0,24.75,287.9,131.0,24.47,181.7,121.0,8.18,9.2,4.0,2.48,2.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
143.0,22.0,116.0,24.11,167.3,99.0,14.22,178.1,130.0,8.01,7.8,3.0,2.11,1.0,408,0,0,0,1,0,0,0,0,0,0,1,0,0,1
64.0,0.0,98.0,29.67,180.2,103.0,15.32,179.0,89.0,8.06,10.7,2.0,2.89,2.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
54.0,0.0,73.0,48.72,223.2,108.0,18.97,203.7,107.0,9.17,11.5,5.0,3.11,1.0,415,0,0,1,0,0,0,0,0,0,0,1,0,1,0
94.0,0.0,95.0,23.7,159.1,92.0,13.52,128.2,129.0,5.77,7.7,3.0,2.08,0.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
115.0,0.0,113.0,35.05,176.4,102.0,14.99,200.87398513436247,119.0,13.37,11.0,7.0,2.97,1.0,415,0,1,0,0,0,0,0,0,0,0,1,0,1,0
56.0,0.0,111.0,23.32,165.9,119.0,14.1,182.3,72.0,8.2,14.3,4.0,3.86,1.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
181.0,0.0,130.0,39.08,144.4,93.0,12.27,262.4,110.0,11.81,14.2,4.0,3.83,2.0,408,0,0,0,0,0,0,0,1,0,0,1,0,1,0
37.0,20.0,81.0,45.0,216.5,110.0,18.4,200.87398513436247,102.0,9.48,10.4,7.0,2.81,0.0,415,0,0,0,0,0,0,0,0,1,0,1,0,0,1
119.0,0.0,70.0,22.93,211.5,74.0,17.98,200.87398513436247,105.0,8.48,11.3,6.0,2.7719679849340864,1.0,510,0,0,0,1,0,0,0,0,0,0,1,0,1,0
116.0,0.0,84.0,22.0,157.3,89.0,13.37,215.5,77.0,9.7,13.3,3.0,3.59,0.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
157.0,0.0,92.0,31.47,213.0,85.0,18.11,200.87398513436247,85.0,8.82,8.5,5.0,2.3,2.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
83.0,0.0,78.0,38.74,207.5,115.0,17.64,211.7,100.0,9.53,12.1,5.0,2.7719679849340864,1.0,510,1,0,0,0,0,0,0,0,0,0,1,0,1,0
98.0,19.0,87.0,18.79,227.8,97.0,19.36,243.6,84.0,10.96,11.0,4.0,2.97,1.0,408,0,0,0,0,0,0,0,0,0,1,1,0,0,1
113.0,0.0,100.0,21.88,227.1,67.0,19.3,178.1,135.0,8.01,9.2,4.0,2.48,2.0,510,0,0,0,1,0,0,0,0,0,0,1,0,1,0
47.0,30.0,93.0,33.42,241.4,140.0,20.52,200.87398513436247,118.0,10.17,12.9,4.0,3.48,2.0,415,0,1,0,0,0,0,0,0,0,0,1,0,0,1
123.0,0.0,94.0,19.52,150.0,104.0,12.75,268.6,119.0,12.09,9.6,4.0,2.59,2.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
58.0,43.0,96.0,24.28,272.3,100.0,23.15,193.4,105.0,8.7,8.9,4.0,2.4,1.0,415,1,0,0,0,0,0,0,0,0,0,0,1,0,1
151.0,0.0,88.0,22.87,143.1,112.0,12.16,200.87398513436247,61.0,10.08,15.4,1.0,4.16,1.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
73.0,0.0,118.0,31.84,239.7,90.0,20.37,167.5,108.0,7.54,15.1,2.0,4.08,1.0,408,0,0,0,0,0,0,1,0,0,0,1,0,1,0
61.0,0.0,118.0,33.61,152.2,96.0,12.94,200.87398513436247,93.0,9.95,7.0,3.0,1.89,2.0,415,0,0,1,0,0,0,0,0,0,0,1,0,1,0
99.0,42.0,125.0,36.72,232.3,104.0,19.75,200.87398513436247,100.0,9.7,9.3,4.0,2.51,2.0,415,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4.0,0.0,89.0,24.7,303.8,93.0,25.82,206.1,82.0,9.27,8.9,4.0,2.4,0.0,510,0,0,0,1,0,0,0,0,0,0,0,1,1,0
93.0,42.0,101.0,28.37,273.2,84.0,23.22,200.87398513436247,106.0,7.69,11.5,1.0,3.11,1.0,408,0,0,0,1,0,0,0,0,0,0,1,0,0,1
105.0,0.0,96.0,39.54,253.4,117.0,21.54,154.0,101.0,6.93,10.5,9.0,2.7719679849340864,1.0,408,0,0,0,1,0,0,0,0,0,0,1,0,1,0
98.0,29.0,105.0,18.89,217.9,101.0,18.52,248.1,108.0,11.16,6.6,3.0,1.78,2.0,510,1,0,0,0,0,0,0,0,0,0,1,0,0,1
120.0,0.0,99.0,16.69,186.7,85.0,15.87,200.87398513436247,96.0,6.6,9.3,4.0,2.51,2.0,408,0,0,0,0,0,0,0,1,0,0,1,0,1,0
94.0,0.0,104.0,42.94,169.0,125.0,14.37,200.87398513436247,106.0,7.69,11.1,7.0,3.0,2.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
92.0,0.0,82.0,33.41,190.0,89.0,16.15,163.2,99.0,7.34,10.8,2.0,2.92,2.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
79.0,17.0,114.0,28.54,243.7,93.0,20.71,211.9,114.0,9.54,9.1,2.0,2.7719679849340864,1.0,415,0,0,0,0,0,0,0,0,1,0,1,0,0,1
57.0,25.0,94.0,30.06,195.0,75.0,16.58,213.5,116.0,9.61,8.3,4.0,2.24,0.0,408,0,0,0,0,0,0,0,0,0,1,1,0,0,1
28.0,0.0,94.0,31.93,248.6,86.0,21.13,200.87398513436247,124.0,9.4,10.6,5.0,2.86,0.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
156.0,0.0,65.0,29.67,197.4,116.0,16.78,238.5,86.0,10.73,10.6,2.0,2.86,0.0,415,1,0,0,0,0,0,0,0,0,0,1,0,1,0
138.0,0.0,96.0,35.0,257.1,94.0,21.85,209.0,63.0,9.4,12.1,8.0,3.27,0.0,510,0,0,0,1,0,0,0,0,0,0,1,0,1,0
59.0,0.0,70.0,25.53,185.7,98.0,15.78,212.5,128.0,9.56,12.1,2.0,3.27,1.0,408,0,0,0,1,0,0,0,0,0,0,1,0,1,0
115.0,0.0,128.0,24.94,106.2,74.0,9.03,197.7,104.0,8.9,11.1,4.0,2.7719679849340864,2.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
105.0,0.0,88.0,42.77,175.1,103.0,14.88,184.4,112.0,8.3,5.4,5.0,1.46,1.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
44.0,0.0,89.0,34.44,163.0,96.0,13.86,268.1,151.0,12.06,8.3,3.0,2.24,0.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
81.0,0.0,116.0,31.21,152.6,98.0,12.97,212.2,99.0,9.55,12.2,6.0,3.29,3.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
107.0,25.0,91.0,42.26,119.3,115.0,10.14,194.3,83.0,8.74,12.0,1.0,3.24,1.0,510,1,0,0,0,0,0,0,0,0,0,1,0,0,1
119.0,0.0,68.0,21.13,207.1,88.0,17.6,200.87398513436247,93.0,7.08,14.8,1.0,4.0,0.0,408,0,0,0,1,0,0,0,0,0,0,1,0,1,0
113.0,0.0,120.0,25.52,200.1,85.0,17.01,200.87398513436247,105.0,12.0,11.0,3.0,2.97,2.0,510,0,0,0,1,0,0,0,0,0,0,1,0,1,0
63.0,0.0,107.0,35.99,271.7,77.0,23.09,200.87398513436247,108.0,9.15,7.4,7.0,2.0,0.0,408,0,0,0,0,0,0,1,0,0,0,1,0,1,0
134.0,50.0,130.0,35.5,132.9,104.0,11.3,136.7,107.0,6.15,11.1,4.0,3.0,2.0,415,0,0,0,0,0,0,1,0,0,0,1,0,0,1
110.0,0.0,94.0,37.86,105.8,98.0,8.99,214.8,78.0,9.67,13.5,4.0,3.65,1.0,408,0,0,0,0,0,0,0,0,1,0,1,0,1,0
78.0,0.0,108.0,18.46,209.9,126.0,17.84,200.87398513436247,117.0,10.02,7.9,5.0,2.13,1.0,408,0,1,0,0,0,0,0,0,0,0,1,0,1,0
102.0,0.0,81.0,38.11,243.3,90.0,20.68,147.8,66.0,6.65,12.0,8.0,3.24,3.0,510,0,1,0,0,0,0,0,0,0,0,0,1,1,0
144.0,0.0,99.0,34.19,303.5,74.0,25.8,224.0,119.0,10.08,13.2,2.0,3.56,1.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
67.0,0.0,125.0,30.57,173.2,86.0,14.72,272.8,97.0,12.28,10.9,4.0,2.7719679849340864,0.0,415,0,1,0,0,0,0,0,0,0,0,1,0,1,0
131.0,0.0,73.0,29.77,171.9,116.0,14.61,131.1,94.0,5.9,7.3,6.0,1.97,1.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
66.0,0.0,103.0,28.99,254.3,77.0,21.62,200.87398513436247,138.0,8.88,10.5,2.0,2.84,2.0,415,1,0,0,0,0,0,0,0,0,0,1,0,1,0
90.0,0.0,92.0,34.15,164.3,91.0,13.97,249.0,98.0,11.21,8.9,7.0,2.4,1.0,415,1,0,0,0,0,0,0,0,0,0,1,0,1,0
75.0,46.0,62.0,36.4,200.9,111.0,17.08,246.8,126.0,11.11,9.2,6.0,2.48,0.0,510,1,0,0,0,0,0,0,0,0,0,1,0,0,1
19.0,0.0,98.0,31.64,254.3,57.0,21.62,214.0,127.0,9.63,14.6,7.0,3.94,2.0,408,0,0,0,0,1,0,0,0,0,0,1,0,1,0
92.0,44.0,95.0,25.84,274.9,73.0,23.37,162.4,121.0,7.31,10.0,1.0,2.7,2.0,415,0,0,0,1,0,0,0,0,0,0,1,0,0,1
105.0,28.0,89.0,26.54,107.1,114.0,9.1,167.7,95.0,7.55,14.7,3.0,3.97,0.0,510,0,0,0,0,0,0,0,0,0,1,0,1,0,1
137.0,0.0,103.0,40.34,176.7,84.0,15.02,263.4,81.0,11.85,14.2,4.0,2.7719679849340864,0.0,408,1,0,0,0,0,0,0,0,0,0,0,1,1,0
108.0,0.0,137.0,30.31,189.0,76.0,16.07,129.1,102.0,5.81,14.6,5.0,3.94,0.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
85.0,0.0,81.0,38.25,176.9,63.0,15.04,194.3,110.0,8.74,7.1,2.0,1.92,3.0,408,0,0,0,0,0,0,0,1,0,0,1,0,1,0
75.0,39.0,107.0,33.69,280.4,132.0,23.83,129.6,73.0,5.83,11.3,7.0,3.05,1.0,415,0,0,0,0,0,0,0,1,0,0,1,0,0,1
95.0,0.0,99.0,22.95,183.6,106.0,15.61,200.87398513436247,102.0,11.04,12.5,9.0,3.38,1.0,408,0,1,0,0,0,0,0,0,0,0,1,0,1,0
80.0,0.0,103.0,27.3,237.0,109.0,20.15,200.87398513436247,88.0,11.03,10.7,1.0,2.89,1.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
147.0,0.0,92.0,28.66,187.7,107.0,15.95,216.5,95.0,9.74,14.4,8.0,3.89,2.0,408,0,0,0,0,0,1,0,0,0,0,1,0,1,0
131.0,0.0,89.0,33.34,185.5,87.0,15.77,250.0,132.0,11.25,5.2,6.0,1.4,2.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
112.0,0.0,112.0,36.52,209.7,104.0,17.82,164.4,97.0,7.4,9.4,5.0,2.54,3.0,415,0,0,0,0,0,0,0,0,0,1,1,0,1,0
41.0,22.0,102.0,36.35,141.8,86.0,12.05,200.87398513436247,123.0,6.4,7.2,3.0,1.94,0.0,408,0,0,0,0,0,0,0,0,0,1,1,0,0,1
111.0,0.0,114.0,25.87,137.2,102.0,11.66,185.9,97.0,8.37,9.8,3.0,2.65,0.0,510,0,0,0,0,0,0,1,0,0,0,1,0,1,0
106.0,0.0,121.0,39.98,220.6,87.0,18.75,236.3,91.0,10.63,11.8,4.0,3.19,1.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
129.0,27.0,89.0,33.42,180.6,95.0,15.35,245.0,83.0,11.03,6.6,5.0,1.78,1.0,510,0,0,0,0,1,0,0,0,0,0,1,0,0,1
108.0,0.0,99.0,49.57,221.1,93.0,18.79,229.2,110.0,10.31,14.0,9.0,3.78,2.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
85.0,0.0,86.0,19.75,229.7,127.0,19.52,204.2,109.0,9.19,10.1,3.0,2.73,3.0,408,0,0,0,0,0,0,0,1,0,0,0,1,1,0
54.0,39.0,82.0,19.99,159.2,60.0,13.53,236.4,113.0,10.64,11.3,10.0,3.05,2.0,510,0,0,0,1,0,0,0,0,0,0,1,0,0,1
115.0,14.0,86.0,32.69,88.7,90.0,7.54,229.4,120.0,10.32,10.5,3.0,2.84,2.0,510,0,1,0,0,0,0,0,0,0,0,1,0,0,1
91.0,0.0,116.0,22.9,295.3,98.0,25.1,200.87398513436247,121.0,8.8,6.6,5.0,1.78,2.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
147.0,0.0,83.0,42.26,148.9,85.0,12.66,172.5,109.0,7.76,8.0,4.0,2.16,3.0,510,0,0,0,1,0,0,0,0,0,0,1,0,1,0
66.0,0.0,84.0,35.48,173.3,88.0,14.73,264.7,107.0,11.91,8.3,3.0,2.24,3.0,415,1,0,0,0,0,0,0,0,0,0,0,1,1,0
124.0,0.0,102.0,30.31,235.0,120.0,19.98,200.87398513436247,119.0,10.79,10.9,1.0,2.94,3.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
90.0,0.0,91.0,10.42,194.4,94.0,16.52,143.1,80.0,6.44,11.4,9.0,3.08,1.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
30.0,0.0,76.0,24.65,240.7,112.0,20.46,197.1,134.0,8.87,7.1,4.0,1.92,3.0,510,0,0,0,0,0,0,0,1,0,0,1,0,1,0
156.0,0.0,119.0,47.09,238.3,106.0,20.26,200.87398513436247,96.0,4.25,8.3,3.0,2.7719679849340864,1.0,408,0,0,0,1,0,0,0,0,0,0,0,1,1,0
155.0,0.0,111.0,30.84,167.7,92.0,14.25,200.87398513436247,122.0,7.58,11.3,3.0,3.05,3.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
120.0,0.0,120.0,42.84,150.2,106.0,12.77,151.8,96.0,6.83,9.6,1.0,2.59,2.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
105.0,0.0,109.0,23.9,178.6,51.0,15.18,217.0,83.0,9.76,6.8,3.0,1.84,2.0,510,1,0,0,0,0,0,0,0,0,0,1,0,1,0
57.0,0.0,68.0,32.78,158.0,86.0,13.43,200.87398513436247,105.0,10.6,12.7,6.0,3.43,1.0,510,0,0,0,0,0,0,0,0,0,1,1,0,1,0
13.0,0.0,74.0,24.89,148.5,92.0,12.62,216.7,96.0,9.75,11.3,3.0,3.05,1.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
124.0,0.0,101.0,25.55,255.9,112.0,21.75,200.87398513436247,62.0,6.15,12.5,4.0,3.38,2.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
172.0,47.0,102.0,46.73,186.6,118.0,15.86,200.87398513436247,123.0,11.03,8.8,2.0,2.7719679849340864,1.0,408,0,0,0,0,0,0,0,1,0,0,1,0,0,1
117.0,0.0,86.0,34.32,212.3,96.0,18.05,176.9,98.0,7.96,7.8,10.0,2.11,1.0,415,1,0,0,0,0,0,0,0,0,0,1,0,1,0
103.0,31.0,105.0,31.52,197.6,126.0,16.8,147.1,110.0,6.62,14.5,4.0,2.7719679849340864,2.0,415,0,0,0,0,0,0,0,0,0,1,1,0,0,1
119.0,29.0,66.0,20.03,256.8,114.0,21.83,147.6,76.0,6.64,7.6,3.0,2.05,3.0,415,0,0,0,0,1,0,0,0,0,0,1,0,0,1
110.0,0.0,95.0,25.23,193.8,98.0,16.47,200.87398513436247,106.0,9.27,6.9,6.0,1.86,0.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
110.0,0.0,105.0,41.0,174.3,85.0,14.82,200.87398513436247,59.0,11.04,8.5,4.0,2.7719679849340864,2.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
163.0,0.0,89.0,32.52,193.9,87.0,16.48,200.87398513436247,121.0,12.08,12.8,4.0,3.46,1.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
53.0,0.0,113.0,20.35,189.7,84.0,16.12,256.2,108.0,11.53,12.9,7.0,3.48,2.0,415,0,0,0,0,0,0,0,0,0,1,1,0,1,0
48.0,0.0,146.0,25.36,161.9,109.0,13.76,197.9,109.0,8.91,8.3,2.0,2.24,3.0,510,0,0,0,0,0,0,1,0,0,0,1,0,1,0
87.0,0.0,90.0,19.62,262.6,68.0,22.32,245.7,69.0,11.06,13.1,5.0,3.54,2.0,510,0,0,0,0,0,0,0,0,1,0,1,0,1,0
64.0,37.0,92.0,26.28,83.4,103.0,7.09,165.9,99.0,7.47,13.3,3.0,3.59,1.0,510,0,0,0,0,0,0,0,1,0,0,1,0,0,1
22.0,0.0,116.0,35.31,210.6,99.0,17.9,200.87398513436247,88.0,10.72,9.6,5.0,2.59,0.0,408,0,0,0,0,1,0,0,0,0,0,1,0,1,0
123.0,27.0,79.0,37.18,163.4,78.0,13.89,173.8,116.0,7.82,15.0,1.0,4.05,0.0,415,0,0,0,0,1,0,0,0,0,0,1,0,0,1
67.0,0.0,101.0,34.24,97.6,122.0,8.3,202.5,119.0,9.11,7.0,3.0,1.89,0.0,408,0,0,0,0,0,0,0,0,1,0,1,0,1,0
111.0,0.0,103.0,18.77,137.3,102.0,11.67,189.6,105.0,8.53,7.7,6.0,2.08,2.0,415,0,0,0,0,0,0,0,1,0,0,1,0,1,0
77.0,29.0,89.0,35.89,223.5,97.0,19.0,148.4,106.0,6.68,9.7,9.0,2.62,2.0,510,0,0,0,1,0,0,0,0,0,0,1,0,0,1
31.0,28.0,101.0,35.79,250.5,86.0,21.29,241.6,125.0,10.87,11.5,2.0,3.11,1.0,415,1,0,0,0,0,0,0,0,0,0,1,0,0,1
76.0,0.0,61.0,34.61,161.7,127.0,13.74,200.87398513436247,97.0,7.92,8.4,3.0,2.27,0.0,408,0,0,0,0,0,0,0,1,0,0,1,0,1,0
82.0,0.0,109.0,51.05,181.0,100.0,15.39,270.1,73.0,12.15,11.7,4.0,2.7719679849340864,0.0,415,0,0,0,0,0,1,0,0,0,0,1,0,1,0
78.0,0.0,122.0,32.59,241.4,88.0,20.52,200.87398513436247,86.0,9.16,9.1,5.0,2.46,1.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
25.0,0.0,98.0,22.83,202.3,109.0,17.2,195.9,100.0,8.82,12.6,5.0,3.4,2.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
85.0,37.0,123.0,39.03,132.3,90.0,11.25,211.9,76.0,9.54,9.5,8.0,2.57,2.0,408,0,0,0,1,0,0,0,0,0,0,1,0,0,1
76.0,0.0,148.0,44.78,230.3,69.0,19.58,200.87398513436247,101.0,7.68,11.4,5.0,2.7719679849340864,1.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
134.0,34.0,105.0,42.02,225.5,133.0,19.17,186.3,76.0,8.38,6.1,5.0,2.7719679849340864,2.0,510,0,0,1,0,0,0,0,0,0,0,1,0,0,1
94.0,0.0,118.0,23.38,203.2,88.0,17.27,150.0,131.0,6.75,13.4,2.0,3.62,0.0,415,0,0,0,1,0,0,0,0,0,0,1,0,1,0
100.0,0.0,98.0,13.38,225.6,102.0,19.18,150.4,106.0,6.77,14.0,8.0,2.7719679849340864,0.0,510,0,0,0,1,0,0,0,0,0,0,1,0,1,0
64.0,0.0,147.0,33.01,173.4,87.0,14.74,200.87398513436247,114.0,12.09,5.5,2.0,1.49,2.0,415,0,0,0,0,0,0,1,0,0,0,1,0,1,0
90.0,0.0,80.0,6.43,155.3,105.0,13.2,175.0,111.0,7.88,14.2,5.0,3.83,3.0,415,0,0,0,0,1,0,0,0,0,0,1,0,1,0
172.0,0.0,102.0,45.9,256.6,111.0,21.81,168.5,104.0,7.58,12.0,5.0,3.24,2.0,408,0,1,0,0,0,0,0,0,0,0,1,0,1,0
78.0,0.0,99.0,32.88,116.9,88.0,9.94,243.3,109.0,10.95,9.3,4.0,2.51,2.0,408,1,0,0,0,0,0,0,0,0,0,1,0,1,0
134.0,0.0,99.0,41.5,246.9,111.0,20.99,200.87398513436247,133.0,9.0,7.2,2.0,2.7719679849340864,0.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
120.0,0.0,123.0,34.34,184.3,78.0,15.67,200.87398513436247,89.0,7.92,7.4,2.0,2.7719679849340864,2.0,408,0,0,0,0,1,0,0,0,0,0,0,1,1,0
95.0,36.0,112.0,48.13,286.2,86.0,24.33,200.87398513436247,129.0,11.78,11.3,3.0,3.05,3.0,415,0,0,0,0,1,0,0,0,0,0,1,0,0,1
123.0,0.0,88.0,34.75,137.5,111.0,11.69,200.87398513436247,100.0,10.17,10.0,4.0,2.7,0.0,415,0,0,0,0,0,0,0,0,1,0,1,0,1,0
